config,rep,seconds,cycles,instructions,ipc,branches,branch_misses
O2np,50,0.067604285,357438800,1978124889,5.534164,442964465,662983
O2np,51,0.066237226,349450996,1976014312,5.654625,442552138,657864
O2np,52,0.069330928,364910328,1976075210,5.415235,442561107,661702
O2np,53,0.068618879,359294551,1976963426,5.502347,442730418,664967
O2np,54,0.06919078,359545036,1975977042,5.495771,442546075,669300
O2np,55,0.068315094,357145422,1976101457,5.533044,442575521,664899
O2np,56,0.076038615,396304040,1976382732,4.987037,442617417,669948
O2np,57,0.06792223,357065540,1978117432,5.539928,442907730,666240
O2np,58,0.0685198,361531008,1976267741,5.466385,442594538,666601
O2np,59,0.071472416,375447363,1976354671,5.263999,442619339,664309
O2np,60,0.0705857,370058311,1976694140,5.341575,442659028,663659
O2np,61,0.065776664,349395732,1976119815,5.655821,442591156,659846
O2np,62,0.065591907,349545683,1976379139,5.654137,442645335,662725
O2np,63,0.065436179,347732866,1976051987,5.682672,442569060,658759
O2np,64,0.065068415,347376584,1976234179,5.689025,442610192,659151
O2np,65,0.069547045,367859014,1976031957,5.371710,442555511,660758
O2np,66,0.083906754,427706243,1976766564,4.621786,442665073,667265
O2np,67,0.066484623,349888141,1976143523,5.647929,442589398,659532
O2np,68,0.070685548,374080216,1977221770,5.285556,442767858,659764
O2np,69,0.063924383,341272358,1976129020,5.790475,442587918,659017
O2np,70,0.069079373,365552173,1976211363,5.406099,442601559,662170
O2np,71,0.07191669,380658205,1976803071,5.193118,442677877,666404
O2np,72,0.067652246,359155505,1976830691,5.504108,442712422,660664
O2np,73,0.064841799,346216446,1976183653,5.707943,442606545,656548
O2np,74,0.079058649,416532490,1977887825,4.748460,442907218,665755
O2np,75,0.067809263,363286393,1976269643,5.439977,442624393,658060
O2np,76,0.076202324,395976513,1979413396,4.998815,443176762,670933
O2np,77,0.067603587,363207779,1977081645,5.443390,442757822,662613
O2np,78,0.065765346,352073441,1976099161,5.612747,442590877,659843
O2np,79,0.068222987,364910231,1976363999,5.416028,442636383,656774
O2np,80,0.06740662,361496812,1976283860,5.466947,442621000,656315
O2np,81,0.073633554,386483037,1976133279,5.113118,442583211,665345
O2np,82,0.066238088,351585021,1976038473,5.620372,442550555,653804
O2np,83,0.066609283,353887902,1976121775,5.584033,442588139,662303
O2np,84,0.065359022,347195624,1976089364,5.691573,442581610,657981
O2np,85,0.064652463,343303675,1982591214,5.775036,443854491,653360
O2np,86,0.065341004,347445900,1982586676,5.706174,443854671,656376
O2np,87,0.066460794,350969522,1976028769,5.630200,442570703,657054
O2np,88,0.068257927,362308603,1979903262,5.464687,443323693,659549
O2np,89,0.065445311,350337313,1977688171,5.645097,442904506,657853
O2np,90,0.064628635,345473696,1976101516,5.719977,442589038,656494
O2np,91,0.064570294,345543242,1976627603,5.720348,442695098,655279
O2np,92,0.064394368,344996172,1976379709,5.728700,442649224,656777
O2np,93,0.065554851,350087657,1976074469,5.644513,442574405,660140
O2np,94,0.064431136,345778613,1976422176,5.715860,442644783,656545
O2np,95,0.065029778,347349773,1976188438,5.689333,442598230,658792
O2np,96,0.064773763,347556443,1975968421,5.685317,442539158,653410
O2np,97,0.068908658,366202346,1976214562,5.396510,442601459,661631
O2np,98,0.067047067,352144616,1976363248,5.612363,442629101,660762
O2np,99,0.068248079,363473704,1978857321,5.444293,443101905,662315
O2np,100,0.062345989,334492224,1976084194,5.907713,442581845,654229
